4917231	NONE	1972	824	3281	0
5004281	NONE	4563	869	5924	0
5173351	NONE	565	0	565	0
5210841	NONE	55000	0	55000	0
5380672	NONE	75000	7024	75000	0
5392522	NONE	75000	0	75000	0
5393152	NONE	641	726	1189	0
5414782	NONE	7325	0	7325	0
5417132	FMIFY	57803	11765	60000	0
5434242	NONE	37142	0	37142	0
5435942	BOTH	33053	0	33053	0
5464452	NONE	648	0	648	0
5482582	NONE	562	1436	765	0
5485192	FMIFY	36753	0	36753	0
5489632	BOTH	22784	1549	27990	0
5511332	FMIFY	41750	1806	45000	0
5520952	NONE	85	3824	92	0
5521172	BOTH	2892	257	3743	0
5526292	NONE	50280	0	50280	0
5565532	NONE	4949	0	4949	0
5566092	BOTH	8290	0	8290	0
5568612	NONE	1100	0	1100	0
5570592	NONE	5024	0	5024	0
5571322	BOTH	5780	1260	8618	0
5579372	BOTH	7219	724	8585	0
5588242	NONE	7	1457	8	0
5637602	BOTH	11251	557	12258	0
5639262	NONE	204	0	204	0
5644892	NONE	9082	1592	11183	0
5650302	NONE	722	1774	983	0
5652742	NONE	5658	0	5658	0
5653432	FMIFY	45000	0	45000	0
5658202	IFYFM	5083	0	5083	0
5661892	NONE	29533	0	29533	0
5676952	NONE	12784	659	14057	0
5683952	FMIFY	59964	4751	60000	0
5687592	BOTH	4009	478	4873	0
5693062	FMIFY	62349	0	62349	0
5693432	NONE	761	2973	904	0
5695632	NONE	2693	0	2693	0
5710792	NONE	232	2440	395	0
5720382	NONE	8822	0	8822	0
5732162	NONE	26373	0	26373	0
5787782	FMIFY	7858	0	7858	0
5796052	FMIFY	3519	0	3519	0
5840532	FMIFY	42446	0	42446	0
5865492	IFYFM	9872	1109	11040	0
5889412	NONE	37115	0	37115	0
5896642	NONE	3727	0	3727	0
5896812	NONE	8176	1526	8178	0
5912732	IFYFM	6545	0	6545	0
5920402	IFYFM	6973	0	6973	0
5925162	BOTH	7192	433	8142	0
5930082	BOTH	4233	443	5300	0
5934132	NONE	499	1304	546	0
5946672	NONE	3450	0	3450	0
5950272	NONE	8723	0	8723	0
5950572	FMIFY	1655	358	2755	0
5964822	NONE	218	0	218	0
5974052	FMIFY	31438	386	32705	0
5975652	NONE	127	6439	180	0
5985582	NONE	2432	0	2432	0
5987782	NONE	3064	588	4683	0
6014122	NONE	1569	2514	1813	0
6039322	FMIFY	5119	0	5119	0
6086902	NONE	15042	0	15042	0
6088372	IFYFM	3859	0	3859	0
6108862	NONE	584	13045	739	0
6149912	NONE	73176	1516	75000	0
6190542	BOTH	18731	2517	23794	0
6203792	NONE	294	2586	322	0
6224272	NONE	4277	1675	5906	0
6284972	NONE	5425	0	5425	0
6296992	NONE	5758	0	5758	0
6328372	FMIFY	49748	0	49748	0
6332272	NONE	916	1120	928	0
6333392	NONE	483	0	483	0
6382062	FMIFY	43928	0	43928	0
6431392	NONE	16128	467	17418	0
6434802	NONE	9874	3249	10000	0
6452362	FMIFY	55938	2129	61093	0
6482002	IFYFM	8680	0	8680	0
6513952	NONE	21954	1854	25259	0
6519522	NONE	38459	0	38459	0
6530282	BOTH	35184	0	35184	0
6534322	IFYFM	1336	2291	1472	0
6560972	BOTH	30000	0	30000	0
6587832	NONE	11365	1496	11647	0
6588592	IFYFM	1289	595	1788	0
6604072	NONE	54990	2481	55000	0
6616462	NONE	672	0	672	0
6619282	NONE	621	0	621	0
6632492	NONE	2996	0	2996	0
6648022	BOTH	12065	675	14353	0
6655632	NONE	29362	0	29362	0
6686402	NONE	752	0	752	0
6718182	FMIFY	6420	0	6420	0
6726132	FMIFY	10950	0	10950	0
6729142	BOTH	27761	0	27761	0
6750202	NONE	11375	0	11375	0
6752902	FMIFY	1927	407	3600	0
6764252	BOTH	23935	2027	26126	0
6796502	NONE	2693	5180	2698	0
6796602	NONE	1956	1022	2259	0
6859712	BOTH	26059	975	26967	0
6865052	NONE	21711	0	21711	0
6872702	IFYFM	1177	0	1177	0
6891882	NONE	8488	0	8488	0
6892092	NONE	9955	256	11777	0
6906332	NONE	4397	1212	6644	0
6947832	IFYFM	1835	1850	2315	0
6996832	BOTH	19931	1591	23741	0
7015392	NONE	14498	872	16796	0
7024512	BOTH	11466	629	12450	0
7040692	BOTH	12676	0	12676	0
7040932	NONE	73945	13831	75000	0
7065602	NONE	233	0	233	0
7090482	IFYFM	3230	0	3230	0
7099112	IFYFM	7142	0	7142	0
7101972	NONE	2595	1802	3597	0
7121392	NONE	1816	1791	2894	0
7136392	NONE	5012	0	5012	0
7140472	NONE	15169	1080	17118	0
7148252	NONE	98	2685	98	0
7158022	BOTH	4840	444	6191	0
7185552	BOTH	3663	0	3663	0
7192882	NONE	23617	0	23617	0
7199762	NONE	50000	0	50000	0
7212272	IFYFM	8078	0	8078	0
7216862	NONE	107	0	107	0
7226972	BOTH	12302	623	13409	0
7234682	NONE	18479	0	18479	0
7239562	NONE	7510	728	9864	0
7242482	NONE	133	1180	192	0
7246862	NONE	3783	0	3783	0
7262712	IFYFM	6365	2278	7022	0
7269782	IFYFM	1743	574	2508	0
7275902	NONE	1875	629	3838	0
7291402	NONE	2015	656	4101	0
7309572	NONE	1469	964	3008	0
7314982	NONE	3494	0	3494	0
7321812	FMIFY	2698	194	3576	0
7350652	FMIFY	52954	4334	55000	0
7350962	NONE	74925	6580	75000	0
7353782	IFYFM	8169	0	8169	0
7395252	NONE	71236	0	71236	0
7426632	NONE	11541	0	11541	0
7437572	IFYFM	5040	0	5040	0
7457322	BOTH	29798	0	29798	0
7461022	NONE	656	1904	680	0
7490342	NONE	30813	3609	37109	0
7502562	IFYFM	8386	0	8386	0
7518252	NONE	27456	779	31392	0
7523212	NONE	1517	0	1517	0
7528292	IFYFM	24837	12563	24999	0
7546032	NONE	1942	2897	1974	0
7557612	BOTH	10851	917	14173	0
7565532	NONE	2289	926	3375	0
7573332	NONE	32194	2223	38009	0
7584382	IFYFM	9139	2099	10000	0
7587032	NONE	625	1959	630	0
7589742	NONE	2514	577	3121	0
7619982	NONE	11498	0	11498	0
7624142	IFYFM	5373	0	5373	0
7631942	NONE	3127	0	3127	0
7641662	BOTH	4948	281	5906	0
7650662	NONE	10026	0	10026	0
7673322	BOTH	20542	1523	26318	0
7677562	FMIFY	5416	0	5416	0
7681662	NONE	4051	392	4886	0
7691052	NONE	1867	1473	3731	0
7693312	NONE	2048	8250	2126	0
7696252	NONE	647	2673	796	0
7705112	IFYFM	5135	0	5135	0
7744882	NONE	11032	0	11032	0
7779602	NONE	7956	257	9241	0
7798562	NONE	955	0	955	0
7799412	FMIFY	41186	9642	45000	0
7803822	NONE	234	3352	269	0
7820152	FMIFY	3147	0	3147	0
7854772	FMIFY	2678	878	5258	0
7858822	NONE	5980	0	5980	0
7861902	BOTH	4387	0	4387	0
7862342	BOTH	11770	1341	15925	0
7864952	NONE	1291	263	2169	0
7867802	BOTH	14162	763	15872	0
7868082	NONE	12373	678	14214	0
7873262	BOTH	4902	325	5847	0
7876702	BOTH	32560	808	35201	0
7879032	FMIFY	3119	276	4214	0
7879052	BOTH	29895	9291	30000	0
7879832	FMIFY	2851	368	4903	0
7879972	IFYFM	14255	0	14255	0
7879982	NONE	180	1725	181	0
7887562	NONE	96	4062	112	0
7894282	BOTH	16737	0	16737	0
7901202	NONE	55000	0	55000	0
7922242	NONE	55084	0	55084	0
7936722	BOTH	10349	0	10349	0
7957772	FMIFY	29230	653	31583	0
7966812	IFYFM	17728	0	17728	0
7969392	NONE	13	0	13	0
7971552	BOTH	27270	1148	29587	0
7971732	NONE	4073	458	5360	0
7976712	BOTH	28330	0	28330	0
7981702	NONE	37704	0	37704	0
8036742	FMIFY	2532	196	3734	0
8040912	NONE	4137	0	4137	0
8066562	NONE	186	2571	190	0
8091642	NONE	3573	0	3573	0
8112832	NONE	6945	238	8059	0
8115312	NONE	12261	6017	12583	0
8123142	NONE	289	0	289	0
8131702	NONE	4594	1433	6192	0
8159112	NONE	769	0	769	0
8171222	NONE	9334	0	9334	0
8203662	NONE	2726	0	2726	0
8203772	NONE	225	1887	227	0
8215672	BOTH	14632	0	14632	0
8266322	NONE	65	3000	73	0
8318222	NONE	1722	1203	2986	0
8320702	IFYFM	3465	1080	3765	0
8329582	NONE	14860	297	16204	0
8330272	NONE	1075	1127	1101	0
8349572	NONE	6756	2794	7889	0
8353042	FMIFY	57393	0	57393	0
8360502	NONE	5000	0	5000	0
8381062	IFYFM	5653	1337	7404	0
8394422	NONE	28080	1017	28559	0
8417802	NONE	29787	0	29787	0
8442582	FMIFY	14009	640	16071	0
8443932	IFYFM	930	849	2466	0
8445962	FMIFY	21669	1183	25674	0
8447542	NONE	793	1567	798	0
8453012	FMIFY	4428	457	6756	0
8453452	NONE	139475	15183	140000	0
8474612	BOTH	10319	1027	12489	0
8479982	NONE	239	2600	240	0
8504592	BOTH	11505	0	11505	0
8512082	IFYFM	3139	0	3139	0
8527372	NONE	35000	0	35000	0
8571322	IFYFM	4227	5277	4984	0
8573292	NONE	39	0	39	0
8596022	NONE	96490	0	96490	0
8601572	BOTH	5286	710	7160	0
8610562	NONE	1662	761	3425	0
8627252	NONE	23094	6752	25000	0
8667942	NONE	278	5398	282	0
8699062	BOTH	11860	762	14480	0
8706852	BOTH	16463	674	18051	0
8715202	NONE	33	0	33	0
8740302	NONE	12325	0	12325	0
8765892	NONE	3967	0	3967	0
8769212	NONE	248	3999	305	0
8774682	NONE	5495	0	5495	0
8787602	NONE	4886	223	6032	0
8802892	NONE	184	3829	184	0
8804262	FMIFY	1671	221	2635	0
8815232	FMIFY	5132	1118	6730	0
8820652	NONE	44908	8887	45000	0
8833312	NONE	6862	1264	7495	0
8864932	NONE	1111	1496	1564	0
8900062	NONE	10855	0	10855	0
8907412	NONE	1362	0	1362	0
8918032	NONE	34938	0	34938	0
8963622	BOTH	11246	0	11246	0
8965932	NONE	7753	214	9098	0
9017192	BOTH	30124	0	30124	0
9019642	BOTH	12040	0	12040	0
9020432	IFYFM	7262	0	7262	0
9047882	NONE	2807	0	2807	0
9075752	NONE	3433	0	3433	0
9091052	FMIFY	35660	0	35660	0
9107172	BOTH	6538	330	7554	0
9115332	IFYFM	16991	559	17825	0
9129082	NONE	16592	0	16592	0
9136792	IFYFM	2830	0	2830	0
9138002	NONE	9949	1273	12772	0
9139022	NONE	134	2687	139	0
9160832	NONE	3050	796	5383	0
9167802	NONE	10	0	10	0
9171502	IFYFM	6302	770	9618	0
9204662	NONE	3326	0	3326	0
9219012	BOTH	7093	472	8376	0
9244582	NONE	99	0	99	0
9254162	FMIFY	8637	0	8637	0
9263952	NONE	10507	0	10507	0
9265652	BOTH	15444	961	19126	0
9274492	NONE	66678	6046	75000	0
9276282	NONE	1553	2134	2162	0
9283282	NONE	10963	1747	11839	0
9295212	NONE	3921	9828	5835	0
9304522	NONE	217	0	217	0
9306542	NONE	7741	0	7741	0
9341592	NONE	12453	0	12453	0
9348562	IFYFM	13495	0	13495	0
9366672	NONE	465	0	465	0
9377402	NONE	6541	1128	6795	0
9381632	NONE	24132	0	24132	0
9382252	BOTH	2843	349	3918	0
9411482	NONE	24727	2100	25000	0
9420152	NONE	2222	0	2222	0
9428992	NONE	3461	0	3461	0
9442882	NONE	10226	0	10226	0
9445592	NONE	2290	1349	3493	0
9453872	NONE	991	5431	1004	0
9486482	NONE	99	0	99	0
9496562	NONE	333	2555	340	0
9501342	NONE	2984	0	2984	0
9506582	NONE	583	0	583	0
9527242	NONE	12469	0	12469	0
9531802	NONE	905	446	1670	0
9547222	NONE	24796	1260	27589	0
9554942	NONE	23540	0	23540	0
9573592	NONE	5239	0	5239	0
9574902	BOTH	7849	732	9465	0
9575262	NONE	434	2727	446	0
9590002	FMIFY	27639	1679	33867	0
9637422	NONE	623	3806	721	0
9640612	NONE	85	0	85	0
9676642	NONE	8423	1870	10366	0
9694832	NONE	10575	261	11618	0
9707972	BOTH	7497	429	9792	0
9719042	NONE	5196	406	6117	0
9720292	NONE	75713	0	75713	0
9734372	IFYFM	13259	1316	15660	0
9740572	NONE	6156	379	7040	0
9751642	BOTH	14312	0	14312	0
9753672	NONE	70952	3613	80277	0
9759932	NONE	140	2142	152	0
9768252	NONE	3826	2062	4625	0
9789132	FMIFY	6995	0	6995	0
9793932	IFYFM	8173	0	8173	0
9797672	FMIFY	1585	220	2706	0
9814742	NONE	2073	707	3950	0
9816552	NONE	12761	557	14791	0
9834992	NONE	35000	0	35000	0
9836582	NONE	75000	0	75000	0
9838062	NONE	295	3910	326	0
9846232	NONE	3209	793	4428	0
9876162	IFYFM	2693	0	2693	0
9890492	NONE	59998	2038	60000	0
9898122	NONE	28	2298	46	0
9902522	NONE	1494	1145	1759	0
9911442	NONE	205	3417	213	0
9921932	FMIFY	42996	0	42996	0
9930952	FMIFY	6600	0	6600	0
9935212	NONE	281	1558	284	0
9948232	BOTH	6222	0	6222	0
9985802	NONE	27490	1775	32477	0
9990012	BOTH	19383	1873	27090	0
10029732	FMIFY	71253	7144	75000	0
10039442	NONE	1070	0	1070	0
10053832	BOTH	22833	0	22833	0
10106202	NONE	354	0	354	0
10108202	NONE	182	0	182	0
10119442	FMIFY	65000	0	65000	0
10123322	BOTH	13329	1478	15636	0
10131062	IFYFM	10561	0	10561	0
10138132	IFYFM	6510	0	6510	0
10141932	NONE	24	6522	24	0
10168762	BOTH	20038	0	20038	0
10200012	BOTH	17671	0	17671	0
10214312	NONE	2	0	2	0
10220942	NONE	10436	0	10436	0
10229152	FMIFY	5819	0	5819	0
10247222	NONE	3523	913	4578	0
10255732	NONE	174	3558	178	0
10268302	NONE	27215	0	27215	0
10272552	NONE	2080	1736	4150	0
10275512	NONE	1139	193	2029	0
10283262	NONE	3475	0	3475	0
10335262	NONE	14	0	14	0
10336042	BOTH	17426	1073	21788	0
10342142	NONE	49596	2278	50000	0
10355572	NONE	26026	974	31855	0
10355872	BOTH	20253	0	20253	0
10373322	NONE	74598	5901	75000	0
10383802	NONE	9213	0	9213	0
10387762	NONE	2113	1214	3406	0
10394452	NONE	3482	213	4684	0
10419922	BOTH	3871	0	3871	0
10428322	BOTH	26876	758	29580	0
10493972	NONE	15578	0	15578	0
10502072	NONE	222	0	222	0
10504412	BOTH	1002	944	2594	0
10509592	FMIFY	4754	493	6906	0
10565952	NONE	3035	0	3035	0
10568162	NONE	486	0	486	0
10615232	NONE	14960	0	14960	0
10623942	FMIFY	6131	0	6131	0
10644362	NONE	20848	0	20848	0
10655882	NONE	2634	472	4070	0
10667662	NONE	38820	3284	45000	0
10667882	FMIFY	51722	2343	60703	0
10670382	NONE	4774	518	6223	0
10684142	NONE	2823	1311	3394	0
10720122	BOTH	7552	0	7552	0
10728262	NONE	11	2238	12	0
10756512	NONE	164	0	164	0
10760152	BOTH	2887	270	4064	0
10767732	FMIFY	29591	1735	32785	0
10771662	IFYFM	5021	436	6223	0
10778382	NONE	377	0	377	0
10781062	NONE	3241	0	3241	0
10785292	NONE	88988	3765	97213	0
10814422	NONE	18622	0	18622	0
10828722	IFYFM	9744	3116	10000	0
10835742	BOTH	16476	949	18773	0
10854682	NONE	2345	0	2345	0
10865192	FMIFY	44331	0	44331	0
10865572	FMIFY	2269	273	3817	0
10876852	NONE	6925	1535	7356	0
10886522	NONE	22503	700	24345	0
10896172	NONE	3346	1660	3516	0
10942322	NONE	4254	565	5581	0
10955092	NONE	54	0	54	0
10971502	NONE	60000	0	60000	0
10984672	NONE	358	2203	362	0
10996202	NONE	1037	0	1037	0
11048812	NONE	6557	402	8765	0
11056752	NONE	73	2664	79	0
11058332	IFYFM	8742	1609	11001	0
11101852	NONE	61	0	61	0
11102352	FMIFY	41235	734	41643	0
11120232	BOTH	7562	594	9775	0
11147422	NONE	264	0	264	0
11147722	NONE	335	1319	348	0
11148342	NONE	10000	4782	10000	0
11154832	NONE	42326	0	42326	0
11155742	NONE	29601	5734	30000	0
11170472	IFYFM	1013	929	2801	0
11182932	FMIFY	3999	0	3999	0
11217692	NONE	20	0	20	0
11225552	NONE	7143	407	8774	0
11242082	NONE	78485	2483	79852	0
11242522	NONE	208	2550	225	0
11242912	NONE	3197	889	3915	0
11244022	BOTH	10070	1114	12679	0
11245432	IFYFM	8115	5205	8168	0
11259622	NONE	222	0	222	0
11271852	FMIFY	69777	2320	74850	0
11294152	BOTH	26581	0	26581	0
11294522	NONE	44762	13543	45000	0
11294982	IFYFM	1276	2033	2065	0
11295352	NONE	12511	669	13025	0
11304182	NONE	3314	0	3314	0
11314202	NONE	5214	529	5883	0
11314342	IFYFM	4205	1692	4721	0
11333532	NONE	59888	12982	60000	0
11340982	NONE	30969	884	34589	0
11358972	NONE	23510	0	23510	0
11365442	FMIFY	75000	0	75000	0
11403462	NONE	19021	250	20012	0
11417322	NONE	12521	0	12521	0
11419162	NONE	1975	608	3990	0
11428272	BOTH	2341	292	3245	0
11459052	NONE	117	0	117	0
11522432	BOTH	2871	283	3812	0
11522502	NONE	32032	3147	33420	0
11545732	BOTH	27322	1944	30000	0
11581622	NONE	2096	1330	3573	0
11591892	BOTH	7675	0	7675	0
11611232	NONE	4696	0	4696	0
11628802	NONE	2946	0	2946	0
11640962	NONE	15	2039	15	0
11644922	FMIFY	29503	2003	32821	0
11654692	NONE	1539	746	3306	0
11662532	BOTH	16856	1089	20194	0
11690452	NONE	6837	0	6837	0
11700082	IFYFM	2659	0	2659	0
11722042	NONE	10286	1021	10954	0
11732322	FMIFY	9778	0	9778	0
11734522	FMIFY	49383	0	49383	0
11752272	NONE	16482	0	16482	0
11774642	IFYFM	6785	0	6785	0
11776302	NONE	377	0	377	0
11778072	NONE	45	4347	55	0
11805432	NONE	19878	833	23136	0
11808732	IFYFM	5473	0	5473	0
11821042	FMIFY	4161	258	5119	0
11823592	NONE	3601	0	3601	0
11844232	IFYFM	3588	2111	4554	0
11847212	NONE	3419	311	4508	0
11856302	NONE	8433	1014	9686	0
11864402	FMIFY	9277	0	9277	0
11872482	BOTH	6054	397	7258	0
11879272	NONE	17999	3322	18921	0
11897882	NONE	303	2613	308	0
11902662	BOTH	10704	0	10704	0
11903532	IFYFM	2567	1270	3263	0
11905232	BOTH	5004	1060	6267	0
11911082	NONE	1137	4821	1199	0
11915432	NONE	59957	11460	66742	0
11916652	NONE	8	10943	9	0
11922532	NONE	22760	1243	24644	0
11946722	NONE	5256	540	7130	0
11955832	NONE	2808	0	2808	0
11961582	NONE	482	1698	486	0
11965332	NONE	145	9948	176	0
11968852	BOTH	6783	0	6783	0
11971422	NONE	1841	701	3695	0
11975892	NONE	6054	380	7475	0
12012452	NONE	7995	519	10691	0
12014132	BOTH	19079	1236	24618	0
12015342	NONE	331	1394	435	0
12035332	NONE	138	0	138	0
12057172	NONE	804	0	804	0
12084362	FMIFY	48757	2369	56587	0
12084472	NONE	1029	0	1029	0
12090722	FMIFY	11656	0	11656	0
12099472	IFYFM	4426	428	5359	0
12118082	BOTH	17169	885	19076	0
12127252	NONE	103	1432	121	0
12164982	NONE	13140	661	15645	0
12165292	FMIFY	1973	556	4411	0
12182912	FMIFY	7741	0	7741	0
12184042	FMIFY	39941	6465	40000	0
12185672	NONE	19351	3783	24536	0
12208012	NONE	1685	1797	2985	0
12286812	BOTH	3165	370	4428	0
12300952	NONE	77	0	77	0
12319142	IFYFM	13426	0	13426	0
12334662	NONE	10818	0	10818	0
12344752	FMIFY	4868	0	4868	0
12358342	IFYFM	12906	366	13771	0
12359712	NONE	1074	0	1074	0
12363002	NONE	6056	334	7112	0
12367722	BOTH	3967	359	4790	0
12373442	NONE	456	1575	457	0
12379282	NONE	31834	5890	32752	0
12385532	NONE	198	0	198	0
12386462	NONE	7525	0	7525	0
12397052	NONE	74998	0	74998	0
12438982	IFYFM	3531	0	3531	0
12441712	FMIFY	56286	0	56286	0
12446772	NONE	1295	0	1295	0
12454882	NONE	193	3016	203	0
12504732	NONE	135000	0	135000	0
12505022	NONE	206	14152	221	0
12507802	BOTH	21916	1920	28673	0
12519352	NONE	4246	0	4246	0
12550912	NONE	3742	555	6011	0
12566322	FMIFY	54623	0	54623	0
12570402	FMIFY	38517	910	41136	0
12582472	IFYFM	7995	0	7995	0
12589972	NONE	291	0	291	0
12591732	IFYFM	6540	1989	7152	0
12599342	FMIFY	6330	0	6330	0
12600952	NONE	3099	0	3099	0
12603912	NONE	177	0	177	0
12604592	IFYFM	5459	1739	6573	0
12611082	NONE	3740	1291	4330	0
12611542	BOTH	22983	1907	26570	0
12611642	NONE	29999	4000	30000	0
12619902	NONE	64	3571	69	0
12622872	NONE	5	1715	6	0
12628082	IFYFM	17560	0	17560	0
12665452	BOTH	5381	0	5381	0
12666842	NONE	50	12589	55	0
12672352	NONE	390	0	390	0
12691382	NONE	22	3491	22	0
